Spoiler,26 Apr 2016,Trabzon’daki saldırganla ilgili gerçek ortaya çıktı: Yalan söylemiş http://amkspor.sozcu.com.tr/2016/04/26/trabzondak-486777/ …,8,0
Spoiler,19 Nov 2017,"Benzine zam geldi (İşte yeni fiyatlar) https://www.ntv.com.tr/ekonomi/benzine-9-kurus-zam,P3hCf-3InUaTzVmdY1yZ1w … ",6,4
Spoiler,unknown,#SONDAKİKA Mart ayı enflasyon rakamları açıklandı https://www.ntv.com.tr/ekonomi/son-dakika-mart-ayi-enflasyon-rakamlari-aciklandi%2cZckF-pnoU0K_0MsovNFRBg … ,8,4
Spoiler,18 Apr 2017,"Panathinaikos-Fenerbahçe maçı saat kaçta, hangi kanalda? http://bit.ly/2nU201t  ",3,0
Spoiler,6 Dec 2016,"görünümü ""durağan""dan ""negatif""e çevirmişler. https://twitter.com/anadoluajansi/status/806517434727337984 …",138,7
Spoiler,18 Oct 2017,"Üniversiteye giriş sınavının tarihi kesinleşti http://www.ntv.com.tr/egitim/son-dakika-haberi-universiteye-giris-sinavinin-tarihi-kesinlesti,tMZUkuBZQ0iIc3trN7c3CQ … ",8,0
Spoiler,25 May 2016,Türkiye'ye karşı 'şeytani' hamle! http://bit.ly/1OVXoQl  ,4,0
Spoiler,30 Mar 2017,VİDEO - Erdoğan'dan sonra ilk 'başkan adayı' belli oldu http://haber.sol.org.tr/toplum/video-erdogandan-sonra-ilk-baskan-adayi-belli-oldu-190994 … ,2,0
Spoiler,24 Jan 2016,Antalya Belek'te skandal olaylar...,5,0
Spoiler,23 Apr 2016,Real Madrid'den muhteşem geri dönüş! 2-0 geriye düşmüşlerdi ama... http://bit.ly/1YN1k5Q  ,5,0
Spoiler,17 May 2016,Göbek nasıl kamufle edilir? http://bit.ly/22eA96f  ,20,0
Spoiler,unknown,"Süper Lig'e yükselen 2 takım belli oldu https://www.ntv.com.tr/spor/son-dakika-super-lige-yukselen-2-takim-belli-oldu,m4s3O1EpIkCqy3urwBMbrQ … ",7,3
Spoiler,23 Apr 2017,Galatasaray'ın derbideki ilk 11'i belli oldu http://amkspor.sozcu.com.tr/2017/04/23/galatasaray-fenerbahce-10-616613/ …,4,0
Spoiler,unknown,"#SONDAKİKA: Ağustos ayı enflasyon rakamları açıklandı https://www.ntv.com.tr/ekonomi/son-dakika-agustos-ayi-enflasyon-rakamlari-aciklandi,1j7P0CpIAUqgioPYI6Fo1g … ",15,5
Spoiler,8 Aug 2016,FLAŞ... FLAŞ... FLAŞ...,2,0
Spoiler,28 Feb 2016,Tümer'e genç sevgili http://bit.ly/1QECJKN  ,4,0
Spoiler,30 Apr 2016,Galatasaray forvetini buldu! http://hbr.tk/opd6Jk  ,1,2
Spoiler,17 Apr 2017,"Chelsea Manchester United'a yenildi. Courtois, ilk kez bir lig maçında yoktu. Nedenini okuyunca inanamayacaksınız... http://www.ntvspor.net/futbol/basketbol-filmi-ugruna-sakatlandi-58f4af170c0c6e1b5431304a … ",20,0
Spoiler,10 Jan 2016,"""Asla çıplak poz vermem"" http://bit.ly/1OI2gpV  ",5,0
Spoiler,unknown,Çorum'daki 'gizemli kız'ın niye mezarlıkta ağladığı belli oldu https://sptnkne.ws/h73p  ,6,0
Spoiler,14 Aug 2017,#SONDAKİKA İspanya Futbol Federasyonu'ndan Cristiano Ronaldo'ya büyük ceza https://www.cnnturk.com/spor/futbol/son-dakika-cristiano-ronaldoya-5-mac-ceza … ,6,2
Spoiler,unknown,Türkiye'nin en zengin isimleri belli oldu https://sptnkne.ws/gRNk  ,16,3
Spoiler,17 May 2016,İlk kafa nakli operasyonu için tarih verdi http://www.ntv.com.tr/galeri/teknoloji/ilk-kafa-nakli-operasyonu-2017de-gerceklesecek%2cCil5ktsqPUWqjErxRFM00Q … ,72,15
Spoiler,5 May 2016,Davutoğlu'nun elindeki bandajın sırrı çözüldü ​​​​​​​​​​​​​➤​​​ http://bit.ly/1YeLeSr  ,7,2
Spoiler,3 Apr 2017,Binali  Yıldırım bedelli askerlik sorusunu canlı yayında yanıtladı!,3,0
Spoiler,7 Apr 2016,"Bunları yemeyin, kanseri beslemeyin! http://bit.ly/1UHZ1mj  ",6,0
Spoiler,25 May 2016,Sevindirici haber,0,0
Spoiler,25 Jan 2016,WhatsApp ve Facebook’tan dev ortaklık  http://www.sozcu.com.tr/2016/teknoloji/whatsapp-ve-facebooktan-dev-ortaklik-1059238/ …,3,0
Spoiler,17 Jan 2016,İstanbul'da kar yağışının başlama saati belli oldu http://haber.sol.org.tr/toplum/istanbulda-kar-yagisinin-baslama-saati-belli-oldu-142918 … ,5,0
Spoiler,31 Jan 2016,SICAK GELİŞME! O ilde deprem oldu  http://www.tgrthaber.com.tr/gundem/108093.html … ,5,0
Spoiler,7 Apr 2016,"vay be haberi ""suriye'de sürpriz gelişme!!..."" klikyemi arkasına atmak yerine twite koyan hürriyet'e tebrikler. https://twitter.com/Hurriyet/status/718111803708932096 …",44,3
Spoiler,19 Apr 2017,Şimdi de Oğuzhan'ın peşine düştü! http://hry.yt/WElvo  #sporarena ,2,0
Spoiler,26 Apr 2016,Balkabağına alüminyum dökülürse! http://bit.ly/1SH8uqN  ,19,3
Spoiler,6 Feb 2016,Çinliler #BurakYılmaz'dan sonra Sneijder'e de göz koydu. İşte o çılgın teklif http://bit.ly/1PdnFX4  ,3,0
Spoiler,31 Oct 2016,Konser öncesi talihsiz kaza!,7,2
Spoiler,16 Jan 2016,CHP kurultayı sona erdi: Genel başkan belli oldu http://haber.sol.org.tr/turkiye/chp-kurultayi-sona-erdi-genel-baskan-belli-oldu-142895 … ,6,0
Spoiler,20 Dec 2016,Yazar Beki İkala Erikli'nin katil zanlısı Sinem Koçile ilgili tüyler ürperten detay! http://hry.yt/VExfr  ,11,3
Spoiler,26 Apr 2016,Mesut Özil 7 yıllık rekoru kırdı http://www.cnnturk.com/spor/futbol/mesut-ozil-7-yillik-rekoru-kirdi … ,5,0
Spoiler,4 May 2016,Rus basınından bomba iddia: Manuel Fernandes Türk devine gidiyor http://bit.ly/1X6YBWz  ,1,0
Spoiler,15 Jan 2016,Yıldırım Demirören: Seyirci ortalamasında çok büyük fark yok Passolig öncesine göre. Aradaki fark da bizlerin istemediği bedavacılar!,13,24
Spoiler,29 Dec 2016,SON DAKİKA! Galatasaray'da üç futbolcuyla yollar ayrıldı http://tr.eurosport.com/futbol/super-lig/2015-2016/galatasaray-da-sigthorsson-hamit-ve-chedjou-nun-bileti-kesildi_sto5995210/story.shtml … ,3,2
Spoiler,10 Aug 2016,Galatasaray'da flaş karar! Umut Bulut... http://hry.yt/btwU5  ,9,0
Spoiler,unknown,Korkulan oldu! Doğan Medya Grubu'nda tenkisat şoku!... http://www.medyaradar.com/korkulan-oldu-dogan-medya-grubunda-tenkisat-soku-medyaradar-ozel-haberi-1045911 …,5,6
Spoiler,24 Mar 2017,"Fenerbahçe’den ayrıldı, dünya yıldızı oluyor! http://hry.yt/cPXNL  #sporarena ",4,0
Spoiler,10 Apr 2017,"Vestel'den ""Toshiba"" açıklaması http://www.ntv.com.tr/ekonomi/vestelden-toshiba-aciklamasi,3Jwhrr2qzkeT1u7StYhc7g … ",9,5
Spoiler,2 Jun 2016,Ramazan Bayramı'nda tatil kaç gün olacak? Haber Detay: http://goo.gl/3dQmrJ  ,11,0
Spoiler,10 Jun 2016,ÖZEL | Galatasaray Telles'in fiyatını belirledi http://amkspor.sozcu.com.tr/2016/06/25/galatasaray-tellesin-fiyatini-belirledi-503828/ … ,0,0
Spoiler,7 Jan 2016,Onur Kıvrak'tan flaş karar! Tam 5.5 milyon TL... http://bit.ly/1Rx4Kbt  ,3,0
Spoiler,31 May 2016,Beşiktaş'a imza atması beklenen Gökhan Gönül'den herkese ters köşe! http://goo.gl/YGVHMa  ,8,2
Spoiler,13 Sep 2016,Fenerbahçe'deki kötü gidişatın sorumlusu sizce kim? Ankete katılmak için tıklayın... http://bit.ly/2cbLpyH  ,46,11
Spoiler,16 Aug 2017,FLAŞ! MNG Kargo bakın kime satıldı? http://www.sozcu.com.tr/2017/ekonomi/mng-kargo-bakin-kime-satildi-1976921/ … ,1,0
Spoiler,15 Nov 2016,Cristiano Ronaldo'nun unutmak istediği ilk lakabı. Çok az kişi biliyor... http://buff.ly/2ffAza4  ,33,3
Spoiler,unknown,"Galatasaray'ın forması ""çirkin mi?"" http://bit.ly/2DrkIWA  ",166,5
Spoiler,22 Mar 2017,Son dakika: Pentagon'dan o iddiaya açıklama geldi http://buff.ly/2nBCk9e  ,1,0
Spoiler,19 Feb 2016,Bu da oldu! 2500 yıllık mumyaya tecavüz ederken yakalandı! http://bit.ly/1UeO2zn ,94,22
Spoiler,11 Nov 2016,#Real Madrid'in Fransız futbolcusu #Benzema Türkiye'de en beğendiği takımı açıkladı http://aane.ws/V-2  ,12,0
Spoiler,30 Jan 2016,"Başbakan Yardımcısı Şimşek'ten, Güneydoğu'ya müjde http://sabah.im/h0xrTz  ",1,0
Spoiler,28 Feb 2016,Unutulmaz 3-4’lük derbide Pancu kaleye geçtiği için hangi lakabı aldı ?  #beyazfutbolyarışma,16,0
Spoiler,30 Jan 2016,"Erdal Beşikçioğlu: Reytingden korksaydık... http://t24.com.tr/haber/erdal-besikcioglu-reytingden-korksaydik,326186 … ",16,3
Spoiler,19 Feb 2016,THY'den dev adım http://bit.ly/1TqYClT  ,6,0
Spoiler,13 Jan 2016,🇹🇷 Galatasaray'ın efsane futbolcusundan intihar girişimi! http://str.cm/8GFpyk  ,1,0
Spoiler,27 Nov 2017,Fatih Terim açıkladı! Galatasaray'ın başına mı geçiyor? http://bit.ly/2AGsfhT  ,10,0
Spoiler,7 Aug 2016,"🇹🇷 Galatasaray, Bruma için kararını verdi http://bit.ly/2aKEhZY  ",14,0
Spoiler,28 Sep 2016,"Ajda Pekkan hakkında, 2 ila 5 yıl arasında hapis cezası isteniyor! https://sozcu.tc/0ebe5eb ",4,0
Spoiler,3 May 2016,#SONDAKİKA Yine saldırdılar! Halk büyük panik yaşıyor... http://goo.gl/WF0Uba  ,5,2
Spoiler,21 Apr 2016,🇹🇷 Ersun Yanal'ın yeni takımı belli oldu! http://bit.ly/1T1kfFU  ,5,0
Spoiler,17 Apr 2017,"2017 yılının ilk işsizlik verisi açıklandı http://www.ntv.com.tr/ekonomi/issizlik-orani-yuzde-13e-yukseldi,B9ptKPjzv06ha9iewrFRsw … ",3,0
Spoiler,26 Dec 2016,Yılbaşında kar yağacak mı? https://goo.gl/TEQ3PT  ,167,28
Spoiler,26 May 2016,Reza detayları Halkbank'ı sert salladı!  http://bit.ly/25nlpr5 ,2,3
Spoiler,6 Jan 2016,"Arda Turan, Barcelona formasıyla çıktığı ilk maçın ardından: 'Messi gelip kulağıma...' http://bit.ly/1kN2VKy  ",5,3
Spoiler,4 May 2016,Yeni albümünün heyecanını yaşayan Sıla'ya hırsızlık damgası şoku! http://bit.ly/1TtvBmd  ,3,0
Spoiler,31 Oct 2016,İstanbul'a dev yatırım! Avrupa'nın en büyüğü http://www.turkiyegazetesi.com.tr/kultursanat/414520.aspx … ,11,2
Spoiler,7 Aug 2016,Genelkurmay'daki karargah komutanı... http://bit.ly/2aRK5A4  ,6,0
Spoiler,8 Nov 2016,Milli Piyango’nun yılbaşı büyük ikramiyesi belli oldu http://www.ntv.com.tr/ekonomi/milli-piyangonun-yilbasindaki-buyuk-ikramiye-miktari-belli-oldu%2cjX4TLpD9PkaJb69hpbxOYg …,8,0
Spoiler,22 Sep 2017,Barcelona kadrosu açıklandı! Arda kadroda mı? http://bit.ly/2fnv92n  ,46,0
Spoiler,4 May 2016,🇹🇷 Galatasaray' dev golcü!  http://bit.ly/1Y7s4y2  ,2,0
Spoiler,23 Mar 2017,Şansal Büyüka: Bu haber kesin doğru teklif var! http://hry.yt/a02N6  #sporarena ,3,0
Spoiler,20 Jun 2017,Taşlı saldırganla ilgili başsavcılıktan açıklama! http://sabah.im/eUKdGK_sm  ,11,6
Spoiler,9 Jun 2016,Fatih Terim 11'ini buldu http://amkspor.sozcu.com.tr/2016/06/10/fatih-terim-11ini-buldu-498886/ … ,1,0
Spoiler,3 May 2016,Genelevde ilişkiye girerken hayatını kaybetti! http://bit.ly/1SKXmqE  ,9,2
Spoiler,2 Sep 2016,Arda Turan B takımla çalıştı http://hbr.tk/cE849f  ,7,0
Spoiler,30 Jan 2016,Selçuk İnan bin pişman! http://sabah.im/9zgrQG  ,3,0
Spoiler,7 Apr 2016,Galatasaray'a Sneijder müjdesi http://www.ntvspor.net/haber/haber-t/152857/galatasaraya-sneijder-mujdesi … ,5,0
Spoiler,19 May 2016,Boğaz köprüsünde şok saldırı! http://goo.gl/fZw91j  ,25,6
Spoiler,22 Mar 2017,Colorado imamı tek tek anlattı… 1 doların sırrı ortaya çıktı http://sabah.im/w7Z8di  ,2,0
Spoiler,31 Jan 2016,"Tarkan’dan ""1,5 milyon liralık jest"" http://www.meydangazetesi.com.tr/magazin/tarkandan-15-milyon-liralik-jest-h59575.html … ",4,2
Spoiler,21 Apr 2017,Tudor derbi 11'ini belirledi http://www.ntv.com.tr/spor/tudor-derbi-11ini-belirledi%2coTtIsxAwg0iXHUtsdGBepw … ,2,0
Spoiler,29 Apr 2016,"Mahkeme'nin kararından sonra Meral Akşener'den açıklama http://www.ntv.com.tr/turkiye/mhpde-mahkeme-kurultay-surecini-tedbiren-durdurdu,4iNXC0wX0kejngE_J3Xknw … ",6,5
Spoiler,5 Apr 2017,EMF Euro 2017’de Türkiye’nin Rakipleri belli oldu! http://bit.ly/2oBiLyp  ,1,0
Spoiler,11 Oct 2016,Fatih Terim'den sürpriz telefon! http://hry.yt/cSlnz  ,5,0
Spoiler,10 Dec 2016,Yeni anayasa paketine göre seçimlerin tarihi belli oldu https://sozcu.tc/3cadb21  ,3,2
Spoiler,26 May 2016,🇹🇷 İşte Semih Şentürk'ün yeni takımı http://bit.ly/1Ufo3GH  ,3,0
Spoiler,26 Sep 2016,Terör örgütü IŞİD futbola da el attı! O formaları giyenlere 80 kırbaç vurulacak! http://amkspor.sozcu.com.tr/2016/09/26/isid-barcelona-real-madrid-manchester-united-milan-formalarini-yasakladi-529770/ … ,5,2
Spoiler,4 May 2016,Hamzaoğlu ilk transferini yaptı. Eski öğrencisi Bursaspor'da http://www.cnnturk.com/spor/futbol/bursaspor-lig-bitmeden-ilk-transferini-yapti … ,3,0
Spoiler,9 Aug 2017,Dolar ne kadar?  http://sabah.im/j44p20_sm  ,80,8
Spoiler,5 May 2016,Göztepe'den büyük jest http://hbr.tk/MKugoe  ,10,2
Spoiler,2 Apr 2016,Kez cenazeyi görmek isteyince... http://bit.ly/1mhwsei  ,0,0
Spoiler,22 Mar 2017,Geleceğin Thieryy Henry'si için 80 milyon Euro! http://www.ntvspor.net/futbol/gelecegin-thierry-henry-si-icin-80-milyon-euro-58d24e8d4ccc9b5708dc319a … ,5,0
Spoiler,6 Nov 2017,Motorine de zam geliyor http://bb.ht/XMxre3  ,3,0
Spoiler,1 Aug 2016,Başkan 2 ismi birden açıkladı! Ayrıca Burak Yılmaz ile... http://hry.yt/w4gFA  ,4,2
Spoiler,8 Dec 2016,"Milyarder işadamından kitap önerileri http://www.ntv.com.tr/galeri/teknoloji/bill-gatesten-kitap-onerileri,4v-tULq3pkKEXXr-4WOPNA … ",118,19
Spoiler,15 Aug 2016,Beşiktaş antrenmanında silah sesleri! http://hry.yt/wALOg  ,11,3
Spoiler,14 Feb 2017,"UEFA Avrupa Ligi'nde hakemler belli oldu http://t24.com.tr/haber/uefa-avrupa-liginde-hakemler-belli-oldu,388842 … ",1,0
Spoiler,16 Nov 2016,Leonard Cohen'in ölüm nedeni açıklandı http://www.gazeteduvar.com.tr/kultur-sanat/2016/11/17/leonard-cohenin-olum-nedeni-aciklandi/ … ,10,0
Spoiler,20 May 2016,Galatasaray'da flaş ayrılık! http://bit.ly/1OQIkn4  ,2,0
Spoiler,22 Jun 2016,Is Pogba the world's most overrated player?,26,7
Spoiler,24 Mar 2017,Yeşilçam yıldızına büyük vefasızlık! Kimse katılmadı ➤ http://buff.ly/2nkUNpB  ,2,0
Spoiler,17 May 2016,"Hakan Sükür, Rüstu Reçber, Tuncay Şanlı, Nihat Kahveci. All-time favourite Turkish international? #EURO2016 ",22,5
Spoiler,19 Jan 2016,"Arda Turan, 2016’da 4 markayla reklam anlaşması yaptı http://bit.ly/1RR80jO ",4,0
Spoiler,4 May 2016,"""Karar vermek zorunda..."" Fernando Muslera'dan adeta veda sinyali! http://amkspor.sozcu.com.tr/2016/05/04/fernando-musleradan-adeta-veda-sinyali-488891/ … ",6,0
Spoiler,25 Jan 2016,#Petrol fiyatlarındaki düşüş hangi ülkenin işine yaradı? http://sptnkne.ws/a5w3  ,5,2
Spoiler,4 Apr 2017,2018 Kış Olimpiyatları'na NHL vetosu http://tr.eurosport.com/buz-hokeyi/2018-kis-olimpiyatlari-na-nhl-vetosu_sto6117508/story.shtml … ,1,0
Spoiler,26 Feb 2016,Fenerbahçe-Braga eşleşmesinde turu kim geçer?,97,20
Spoiler,unknown,"#SONDAKİKA Saadet Partisi, cumhurbaşkanı adayını açıkladı https://www.ntv.com.tr/turkiye/son-dakikasaadet-partisi-cumhurbaskani-adayini-acikladi,c18V84kgZkuvmcbMitAaeA … ",6,0
Spoiler,unknown,Boşanacakları iddia edilmişti; Acun Ilıcalı'dan açıklama geldi,18,4
Spoiler,unknown,Emre Akbaba depremi! Galatasaray... http://hry.yt/oT8rl  ,101,7
Spoiler,unknown,Hakan Atilla davasında karar verildi,12,3
Spoiler,31 Jul 2016,Galatasaray bombayı patlatıyor!  Resmi teklif... http://hbr.tk/z14YfE  ,3,0
Spoiler,4 May 2016,Güvenlik kapıları hamileler için zararlı mı? http://bit.ly/1SYidcm  ,3,0
Spoiler,5 Apr 2017,Dünya devi İsveçli şirketi satın aldı http://hry.yt/17UF5  ,5,0
Spoiler,unknown,"BusinessHT Amazon, Türkiye'ye nereden, ne zaman girecek? ",85,2
Spoiler,unknown,Türkiye'nin EURO 2020 elemelerindeki rakipleri belli oldu https://sptnkne.ws/khyf   Bu Tweet dizisini göster,1,0
Spoiler,28 Feb 2016,3 Adam'dan Ahmet Çakar ve Rasim Ozan'a göndermeli skeç! http://bit.ly/213JJXp  ,26,0
Spoiler,unknown,Seyahat etmenize en çok neler engel oluyor? https://buff.ly/2w0TmD2  ,218,43
Spoiler,25 Mar 2017,"Alparslan Türkeş'in kızı, referandum kararını açıkladı http://sptnkne.ws/dUee  ",35,14
Spoiler,9 Sep 2016,iOS 10 güncellemesi ne zaman çıkacak? http://buff.ly/2cKoVru  ,3,0
Spoiler,27 Jan 2016,Bir kere aldatan yeniden aldatır mı? http://buff.ly/1NCzmCn  ,7,2
Spoiler,7 Sep 2017,Galatasaray'ın ilk 11'i belli oldu http://www.ntvspor.net/futbol/galatasaray-in-ilk-11-i-belli-oldu-59b39e3905ae4177dc54c54e … ,5,0
Spoiler,21 Dec 2016,"Ronaldinho, Coutinho ile ilgilenen dev kulübü açıkladı! http://www.babaspor.com/2016/12/26/ronaldinho-coutinhoyu-acikladi/ … ",3,0
Spoiler,17 Apr 2017,The 2016/17 #PL champions will be _______? ,10,0
Spoiler,7 Jan 2016,ABD tarihinde bir ilk http://bit.ly/1OQk8up  ,5,3
Spoiler,23 Mar 2017,"Teklifi aldım, başkanla dün görüştüm!' http://hry.yt/uoe25  ",0,0
Spoiler,28 Feb 2016,Whatsapp artık bazı telefonlarda kullanılamayacak! http://bit.ly/1KU9gjZ  ,5,0
Spoiler,21 Feb 2017,Şenol Güneş'ten Quaresma kararı! http://dgtrk.lu/6wru  ,8,0
Spoiler,4 May 2016,Kritik derbi için flaş karar! http://amkspor.sozcu.com.tr/iddaa/futbol/galatasaray-besiktas-derbisinin-oranlari-belli-oldu/ … ,16,9
Spoiler,30 Apr 2017,Aynı eve hayır! http://bit.ly/2qsd2bb  ,60,13
Spoiler,3 Apr 2017,Sneijder neden yedek kaldı? Tudor açıkladı! http://bit.ly/2o3ctqt  ,3,0
Spoiler,19 Apr 2017,Bülent Kayabaş için hastaneden ilk açıklama http://bit.ly/2pztr0L  ,12,2
Spoiler,7 Jan 2016,O ülke Türkiye'yi İsrail'e şikayet etti! http://bit.ly/1RcmGJT ,2,0
Spoiler,1 Apr 2016,WhatsApp'ta yeni dönem! http://bit.ly/1RWEQxr  ,10,0
Spoiler,15 Jan 2016,Real Madrid için...,11,0
Spoiler,7 Jan 2016,Gerçek adı Julia Roberts değilmiş! http://buff.ly/1JYYtPz  ,3,0
Spoiler,6 Apr 2017,ABD o ismi küresel teröristler listesine aldı ➤ http://buff.ly/2oIS9eO  ,1,0
Spoiler,23 Feb 2017,"Meral Akşener'den referandum tahmini: Net 'Evet'çiler yüzde... http://t24.com.tr/video/meral-aksenerden-referandum-tahmini-net-evetciler-yuzde,5681 … ",6,2
Spoiler,21 Apr 2016,Türk'ün peşine düştü http://bit.ly/1vijd7v  ,0,0
Spoiler,7 Jan 2016,Emre Altuğ’un yeni şarkısı ‘Dokunduğun Gibi' Çağla Şıkel için mi yazıldı? http://bit.ly/1S5Spg1  ,8,0
Spoiler,1 Oct 2017,"🍖Et fiyatları ucuzlar mı? http://www.ntv.com.tr/video/ekonomi/et-fiyatlari-ucuzlar-mi,4Llx2wiv9kKh9sEhybnwOw … ",63,5
Spoiler,24 Mar 2017,Ellerindeki sigaraları bitirmeye çalışıyorlar! Çünkü... http://hry.yt/j435U  ,4,0
Spoiler,5 Jan 2016,Derbi tarihleri belli oldu http://ntv.ac/1mCPJsQ  ,13,2
Spoiler,26 Dec 2016,Rıdvan Dilmen'in acı günü...  http://sabah.im/RGE926  ,10,0
Spoiler,29 Dec 2016,2016'nın en zengin milyarderleri...,9,3
Spoiler,unknown,Ramazan pidesinin fiyatı belli oldu,7,3
Spoiler,24 Jul 2017,Dev şirket için iflas kararı çıktı http://hry.yt/xWys6  ,1,0
Spoiler,3 May 2016,Bülent Ersoy'un yüzü mavi oldu! http://bit.ly/1VJwhKp  ,51,13
Spoiler,unknown,"Bakan Berat Albayrak, büyüme ve enflasyon hedefini açıkladı https://www.ntv.com.tr/ekonomi/yeni-ekonomi-programi-aciklaniyor,_53napAaEE2fsQjyEDzIiw …  Bu Tweet dizisini göster",5,0
Spoiler,15 Sep 2017,"""İşte sosyal medyada tıklanma rekorları kıran o görüntüler.""",20,0
Spoiler,2 Jun 2016,Bağırsakların hızlı çalışması için ipucu http://bit.ly/1WweHd6  ,10,3
Spoiler,7 Jan 2016,Bebeğinize bu yöntemle müzik dinletmek ister misiniz? http://bit.ly/1mE2iVu  ,11,0
Spoiler,27 Jan 2016,Asena Erkin ile Mehmet Dinçerler aşk mı yaşıyor?,28,4
Spoiler,26 Apr 2016,O iddialara fotoğraflı yanıt http://bit.ly/2338eVM  ,13,3
Spoiler,20 Dec 2016,Orman'ın hayali gerçek oluyor! http://bit.ly/2i9OdfZ  ,6,2
Spoiler,26 Apr 2016,DERGİ - İnsanları dondurup sonra diriltmek mümkün mü? http://bbc.in/26uoi7n ,14,7
Spoiler,11 Apr 2017,Galatasaray'ın elinden kaçırdığı büyük fırsat! http://bit.ly/2ovbHCU  ,4,0
Spoiler,8 Dec 2016,SON DAKİKA,118,19
Spoiler,11 Nov 2016,ABD'de iki eyalette esrar yasallaştı,12,0
Spoiler,27 Dec 2016,Bursaspor'da flaş Hamza Hamzaoğlu gelişmesi! İstifasına yönetim bakın ne cevap verdi? http://bit.ly/2hjUc17  ,3,0
Spoiler,5 Jan 2016,Korkulan oldu! Ölü sayısı artıyor... http://bit.ly/1myUrZk ,3,2
Spoiler,7 Jan 2016,"Bülent Ersoy, domuz gribi mi oldu? http://t24.com.tr/haber/bulent-ersoy-domuz-gribi-mi-oldu,323265 … ",4,0
Spoiler,29 Dec 2016,Galatasaray'dan milli yıldıza kanca http://www.ntvspor.net/futbol/galatasaray-dan-milli-yildiza-kanca-58626f05c4168945580232e5 … ,0,0
Spoiler,1 Jan 2016,Devlet parasını istedi verdiği cevap şok etti! http://bit.ly/1YWpI3W  ,5,5
Spoiler,7 Feb 2016,Beşiktaşlı futbolcunun sağ dizi döndü! Hastaneye götürüldü...  http://bit.ly/1Q3GQ9m  ,2,2
Spoiler,5 May 2016,İlk bakışta sizi en çok ne etkiler?  http://bit.ly/1QSLHnG  ,14,0
Spoiler,25 Jan 2016,#Galatasaray ile #WestHam arasında Burak Yılmaz pazarlığı başladı. İşte ilk teklif... http://bit.ly/1SgtHbu ,4,0
